ID,Province,Regency,District
3412,JAWA TIMUR,KABUPATEN LUMAJANG,TEKUNG
3413,JAWA TIMUR,KABUPATEN LUMAJANG,KUNIR
3414,JAWA TIMUR,KABUPATEN LUMAJANG,YOSOWILANGUN
3415,JAWA TIMUR,KABUPATEN LUMAJANG,ROWOKANGKUNG
3416,JAWA TIMUR,KABUPATEN LUMAJANG,JATIROTO
3417,JAWA TIMUR,KABUPATEN LUMAJANG,RANDUAGUNG
3418,JAWA TIMUR,KABUPATEN LUMAJANG,SUKODONO
3419,JAWA TIMUR,KABUPATEN LUMAJANG,PADANG
3420,JAWA TIMUR,KABUPATEN LUMAJANG,PASRUJAMBE
3421,JAWA TIMUR,KABUPATEN LUMAJANG,SENDURO
3422,JAWA TIMUR,KABUPATEN LUMAJANG,GUCIALIT
3423,JAWA TIMUR,KABUPATEN LUMAJANG,KEDUNGJAJANG
3424,JAWA TIMUR,KABUPATEN LUMAJANG,KLAKAH
3425,JAWA TIMUR,KABUPATEN LUMAJANG,RANUYOSO
3426,JAWA TIMUR,KABUPATEN JEMBER,KENCONG
3427,JAWA TIMUR,KABUPATEN JEMBER,GUMUK MAS
3428,JAWA TIMUR,KABUPATEN JEMBER,PUGER
3429,JAWA TIMUR,KABUPATEN JEMBER,WULUHAN
3430,JAWA TIMUR,KABUPATEN JEMBER,AMBULU
3431,JAWA TIMUR,KABUPATEN JEMBER,TEMPUREJO
3432,JAWA TIMUR,KABUPATEN JEMBER,SILO
3433,JAWA TIMUR,KABUPATEN JEMBER,MAYANG
3434,JAWA TIMUR,KABUPATEN JEMBER,MUMBULSARI
3435,JAWA TIMUR,KABUPATEN JEMBER,JENGGAWAH
3436,JAWA TIMUR,KABUPATEN JEMBER,AJUNG
3437,JAWA TIMUR,KABUPATEN JEMBER,RAMBIPUJI
3438,JAWA TIMUR,KABUPATEN JEMBER,BALUNG
3439,JAWA TIMUR,KABUPATEN JEMBER,UMBULSARI
3440,JAWA TIMUR,KABUPATEN JEMBER,SEMBORO
3441,JAWA TIMUR,KABUPATEN JEMBER,JOMBANG
3442,JAWA TIMUR,KABUPATEN JEMBER,SUMBER BARU
3443,JAWA TIMUR,KABUPATEN JEMBER,TANGGUL
3444,JAWA TIMUR,KABUPATEN JEMBER,BANGSALSARI
3445,JAWA TIMUR,KABUPATEN JEMBER,PANTI
3446,JAWA TIMUR,KABUPATEN JEMBER,SUKORAMBI
3447,JAWA TIMUR,KABUPATEN JEMBER,ARJASA
3448,JAWA TIMUR,KABUPATEN JEMBER,PAKUSARI
3449,JAWA TIMUR,KABUPATEN JEMBER,KALISAT
3450,JAWA TIMUR,KABUPATEN JEMBER,LEDOKOMBO
3451,JAWA TIMUR,KABUPATEN JEMBER,SUMBERJAMBE
3452,JAWA TIMUR,KABUPATEN JEMBER,SUKOWONO
3453,JAWA TIMUR,KABUPATEN JEMBER,JELBUK
3454,JAWA TIMUR,KABUPATEN JEMBER,KALIWATES
3455,JAWA TIMUR,KABUPATEN JEMBER,SUMBERSARI
3456,JAWA TIMUR,KABUPATEN JEMBER,PATRANG
3457,JAWA TIMUR,KABUPATEN BANYUWANGI,PESANGGARAN
3458,JAWA TIMUR,KABUPATEN BANYUWANGI,SILIRAGUNG
3459,JAWA TIMUR,KABUPATEN BANYUWANGI,BANGOREJO
3460,JAWA TIMUR,KABUPATEN BANYUWANGI,PURWOHARJO
3461,JAWA TIMUR,KABUPATEN BANYUWANGI,TEGALDLIMO
3462,JAWA TIMUR,KABUPATEN BANYUWANGI,MUNCAR
3463,JAWA TIMUR,KABUPATEN BANYUWANGI,CLURING
3464,JAWA TIMUR,KABUPATEN BANYUWANGI,GAMBIRAN
3465,JAWA TIMUR,KABUPATEN BANYUWANGI,TEGALSARI
3466,JAWA TIMUR,KABUPATEN BANYUWANGI,GLENMORE
3467,JAWA TIMUR,KABUPATEN BANYUWANGI,KALIBARU
3468,JAWA TIMUR,KABUPATEN BANYUWANGI,GENTENG
3469,JAWA TIMUR,KABUPATEN BANYUWANGI,SRONO
3470,JAWA TIMUR,KABUPATEN BANYUWANGI,ROGOJAMPI
3471,JAWA TIMUR,KABUPATEN BANYUWANGI,BLIMBINGSARI
3472,JAWA TIMUR,KABUPATEN BANYUWANGI,KABAT
3473,JAWA TIMUR,KABUPATEN BANYUWANGI,SINGOJURUH
3474,JAWA TIMUR,KABUPATEN BANYUWANGI,SEMPU
3475,JAWA TIMUR,KABUPATEN BANYUWANGI,SONGGON
3476,JAWA TIMUR,KABUPATEN BANYUWANGI,GLAGAH
3477,JAWA TIMUR,KABUPATEN BANYUWANGI,LICIN
3478,JAWA TIMUR,KABUPATEN BANYUWANGI,BANYUWANGI
3479,JAWA TIMUR,KABUPATEN BANYUWANGI,GIRI
3480,JAWA TIMUR,KABUPATEN BANYUWANGI,KALIPURO
3481,JAWA TIMUR,KABUPATEN BANYUWANGI,WONGSOREJO
3482,JAWA TIMUR,KABUPATEN BONDOWOSO,MAESAN
3483,JAWA TIMUR,KABUPATEN BONDOWOSO,GRUJUGAN
3484,JAWA TIMUR,KABUPATEN BONDOWOSO,TAMANAN
3485,JAWA TIMUR,KABUPATEN BONDOWOSO,JAMBESARI DARUS SHOLAH
3486,JAWA TIMUR,KABUPATEN BONDOWOSO,PUJER
3487,JAWA TIMUR,KABUPATEN BONDOWOSO,TLOGOSARI
3488,JAWA TIMUR,KABUPATEN BONDOWOSO,SUKOSARI
3489,JAWA TIMUR,KABUPATEN BONDOWOSO,SUMBER WRINGIN
3490,JAWA TIMUR,KABUPATEN BONDOWOSO,TAPEN
3491,JAWA TIMUR,KABUPATEN BONDOWOSO,WONOSARI
3492,JAWA TIMUR,KABUPATEN BONDOWOSO,TENGGARANG
3493,JAWA TIMUR,KABUPATEN BONDOWOSO,BONDOWOSO
3494,JAWA TIMUR,KABUPATEN BONDOWOSO,CURAH DAMI
3495,JAWA TIMUR,KABUPATEN BONDOWOSO,BINAKAL
3496,JAWA TIMUR,KABUPATEN BONDOWOSO,PAKEM
3497,JAWA TIMUR,KABUPATEN BONDOWOSO,WRINGIN
3498,JAWA TIMUR,KABUPATEN BONDOWOSO,TEGALAMPEL
3499,JAWA TIMUR,KABUPATEN BONDOWOSO,TAMAN KROCOK
3500,JAWA TIMUR,KABUPATEN BONDOWOSO,KLABANG
3501,JAWA TIMUR,KABUPATEN BONDOWOSO,IJEN
3502,JAWA TIMUR,KABUPATEN BONDOWOSO,BOTOLINGGO
3503,JAWA TIMUR,KABUPATEN BONDOWOSO,PRAJEKAN
3504,JAWA TIMUR,KABUPATEN BONDOWOSO,CERMEE
3505,JAWA TIMUR,KABUPATEN SITUBONDO,SUMBERMALANG
3506,JAWA TIMUR,KABUPATEN SITUBONDO,JATIBANTENG
3507,JAWA TIMUR,KABUPATEN SITUBONDO,BANYUGLUGUR
3508,JAWA TIMUR,KABUPATEN SITUBONDO,BESUKI
3509,JAWA TIMUR,KABUPATEN SITUBONDO,SUBOH
3510,JAWA TIMUR,KABUPATEN SITUBONDO,MLANDINGAN
3511,JAWA TIMUR,KABUPATEN SITUBONDO,BUNGATAN
3512,JAWA TIMUR,KABUPATEN SITUBONDO,KENDIT
3513,JAWA TIMUR,KABUPATEN SITUBONDO,PANARUKAN
3514,JAWA TIMUR,KABUPATEN SITUBONDO,SITUBONDO
3515,JAWA TIMUR,KABUPATEN SITUBONDO,MANGARAN
3516,JAWA TIMUR,KABUPATEN SITUBONDO,PANJI
3517,JAWA TIMUR,KABUPATEN SITUBONDO,KAPONGAN
3518,JAWA TIMUR,KABUPATEN SITUBONDO,ARJASA
3519,JAWA TIMUR,KABUPATEN SITUBONDO,JANGKAR
3520,JAWA TIMUR,KABUPATEN SITUBONDO,ASEMBAGUS
3521,JAWA TIMUR,KABUPATEN SITUBONDO,BANYUPUTIH
3522,JAWA TIMUR,KABUPATEN PROBOLINGGO,SUKAPURA
3523,JAWA TIMUR,KABUPATEN PROBOLINGGO,SUMBER
3524,JAWA TIMUR,KABUPATEN PROBOLINGGO,KURIPAN
3525,JAWA TIMUR,KABUPATEN PROBOLINGGO,BANTARAN
3526,JAWA TIMUR,KABUPATEN PROBOLINGGO,LECES
3527,JAWA TIMUR,KABUPATEN PROBOLINGGO,TEGALSIWALAN
3528,JAWA TIMUR,KABUPATEN PROBOLINGGO,BANYUANYAR
3529,JAWA TIMUR,KABUPATEN PROBOLINGGO,TIRIS
3530,JAWA TIMUR,KABUPATEN PROBOLINGGO,KRUCIL
3531,JAWA TIMUR,KABUPATEN PROBOLINGGO,GADING
3532,JAWA TIMUR,KABUPATEN PROBOLINGGO,PAKUNIRAN
3533,JAWA TIMUR,KABUPATEN PROBOLINGGO,KOTAANYAR
3534,JAWA TIMUR,KABUPATEN PROBOLINGGO,PAITON
3535,JAWA TIMUR,KABUPATEN PROBOLINGGO,BESUK
3536,JAWA TIMUR,KABUPATEN PROBOLINGGO,KRAKSAAN
3537,JAWA TIMUR,KABUPATEN PROBOLINGGO,KREJENGAN
3538,JAWA TIMUR,KABUPATEN PROBOLINGGO,PAJARAKAN
3539,JAWA TIMUR,KABUPATEN PROBOLINGGO,MARON
3540,JAWA TIMUR,KABUPATEN PROBOLINGGO,GENDING
3541,JAWA TIMUR,KABUPATEN PROBOLINGGO,DRINGU
3542,JAWA TIMUR,KABUPATEN PROBOLINGGO,WONOMERTO
3543,JAWA TIMUR,KABUPATEN PROBOLINGGO,LUMBANG
3544,JAWA TIMUR,KABUPATEN PROBOLINGGO,TONGAS
3545,JAWA TIMUR,KABUPATEN PROBOLINGGO,SUMBERASIH
3546,JAWA TIMUR,KABUPATEN PASURUAN,PURWODADI
3547,JAWA TIMUR,KABUPATEN PASURUAN,TUTUR
3548,JAWA TIMUR,KABUPATEN PASURUAN,PUSPO
3549,JAWA TIMUR,KABUPATEN PASURUAN,TOSARI
3550,JAWA TIMUR,KABUPATEN PASURUAN,LUMBANG
3551,JAWA TIMUR,KABUPATEN PASURUAN,PASREPAN
3552,JAWA TIMUR,KABUPATEN PASURUAN,KEJAYAN
3553,JAWA TIMUR,KABUPATEN PASURUAN,WONOREJO
3554,JAWA TIMUR,KABUPATEN PASURUAN,PURWOSARI
3555,JAWA TIMUR,KABUPATEN PASURUAN,PRIGEN
3556,JAWA TIMUR,KABUPATEN PASURUAN,SUKOREJO
3557,JAWA TIMUR,KABUPATEN PASURUAN,PANDAAN
3558,JAWA TIMUR,KABUPATEN PASURUAN,GEMPOL
3559,JAWA TIMUR,KABUPATEN PASURUAN,BEJI
3560,JAWA TIMUR,KABUPATEN PASURUAN,BANGIL
3561,JAWA TIMUR,KABUPATEN PASURUAN,REMBANG
3562,JAWA TIMUR,KABUPATEN PASURUAN,KRATON
3563,JAWA TIMUR,KABUPATEN PASURUAN,POHJENTREK
3564,JAWA TIMUR,KABUPATEN PASURUAN,GONDANG WETAN
3565,JAWA TIMUR,KABUPATEN PASURUAN,REJOSO
3566,JAWA TIMUR,KABUPATEN PASURUAN,WINONGAN
3567,JAWA TIMUR,KABUPATEN PASURUAN,GRATI
3568,JAWA TIMUR,KABUPATEN PASURUAN,LEKOK
3569,JAWA TIMUR,KABUPATEN PASURUAN,NGULING
3570,JAWA TIMUR,KABUPATEN SIDOARJO,TARIK
3571,JAWA TIMUR,KABUPATEN SIDOARJO,PRAMBON
3572,JAWA TIMUR,KABUPATEN SIDOARJO,KREMBUNG
3573,JAWA TIMUR,KABUPATEN SIDOARJO,PORONG
3574,JAWA TIMUR,KABUPATEN SIDOARJO,JABON
3575,JAWA TIMUR,KABUPATEN SIDOARJO,TANGGULANGIN
3576,JAWA TIMUR,KABUPATEN SIDOARJO,CANDI
3577,JAWA TIMUR,KABUPATEN SIDOARJO,TULANGAN
3578,JAWA TIMUR,KABUPATEN SIDOARJO,WONOAYU
3579,JAWA TIMUR,KABUPATEN SIDOARJO,SUKODONO
3580,JAWA TIMUR,KABUPATEN SIDOARJO,SIDOARJO
3581,JAWA TIMUR,KABUPATEN SIDOARJO,BUDURAN
3582,JAWA TIMUR,KABUPATEN SIDOARJO,SEDATI
3583,JAWA TIMUR,KABUPATEN SIDOARJO,WARU
3584,JAWA TIMUR,KABUPATEN SIDOARJO,GEDANGAN
3585,JAWA TIMUR,KABUPATEN SIDOARJO,TAMAN
3586,JAWA TIMUR,KABUPATEN SIDOARJO,KRIAN
3587,JAWA TIMUR,KABUPATEN SIDOARJO,BALONG BENDO
3588,JAWA TIMUR,KABUPATEN MOJOKERTO,JATIREJO
3589,JAWA TIMUR,KABUPATEN MOJOKERTO,GONDANG
3590,JAWA TIMUR,KABUPATEN MOJOKERTO,PACET
3591,JAWA TIMUR,KABUPATEN MOJOKERTO,TRAWAS
3592,JAWA TIMUR,KABUPATEN MOJOKERTO,NGORO
3593,JAWA TIMUR,KABUPATEN MOJOKERTO,PUNGGING
3594,JAWA TIMUR,KABUPATEN MOJOKERTO,KUTOREJO
3595,JAWA TIMUR,KABUPATEN MOJOKERTO,MOJOSARI
3596,JAWA TIMUR,KABUPATEN MOJOKERTO,BANGSAL
3597,JAWA TIMUR,KABUPATEN MOJOKERTO,MOJOANYAR
3598,JAWA TIMUR,KABUPATEN MOJOKERTO,DLANGGU
3599,JAWA TIMUR,KABUPATEN MOJOKERTO,PURI
3600,JAWA TIMUR,KABUPATEN MOJOKERTO,TROWULAN
3601,JAWA TIMUR,KABUPATEN MOJOKERTO,SOOKO
3602,JAWA TIMUR,KABUPATEN MOJOKERTO,GEDEK
3603,JAWA TIMUR,KABUPATEN MOJOKERTO,KEMLAGI
3604,JAWA TIMUR,KABUPATEN MOJOKERTO,JETIS
3605,JAWA TIMUR,KABUPATEN MOJOKERTO,DAWAR BLANDONG
3606,JAWA TIMUR,KABUPATEN JOMBANG,BANDAR KEDUNG MULYO
3607,JAWA TIMUR,KABUPATEN JOMBANG,PERAK
3608,JAWA TIMUR,KABUPATEN JOMBANG,GUDO
3609,JAWA TIMUR,KABUPATEN JOMBANG,DIWEK
3610,JAWA TIMUR,KABUPATEN JOMBANG,NGORO
3611,JAWA TIMUR,KABUPATEN JOMBANG,MOJOWARNO
3612,JAWA TIMUR,KABUPATEN JOMBANG,BARENG
3613,JAWA TIMUR,KABUPATEN JOMBANG,WONOSALAM
3614,JAWA TIMUR,KABUPATEN JOMBANG,MOJOAGUNG
3615,JAWA TIMUR,KABUPATEN JOMBANG,SUMOBITO
3616,JAWA TIMUR,KABUPATEN JOMBANG,JOGO ROTO
3617,JAWA TIMUR,KABUPATEN JOMBANG,PETERONGAN
3618,JAWA TIMUR,KABUPATEN JOMBANG,JOMBANG
3619,JAWA TIMUR,KABUPATEN JOMBANG,MEGALUH
3620,JAWA TIMUR,KABUPATEN JOMBANG,TEMBELANG
3621,JAWA TIMUR,KABUPATEN JOMBANG,KESAMBEN
3622,JAWA TIMUR,KABUPATEN JOMBANG,KUDU
3623,JAWA TIMUR,KABUPATEN JOMBANG,NGUSIKAN
3624,JAWA TIMUR,KABUPATEN JOMBANG,PLOSO
3625,JAWA TIMUR,KABUPATEN JOMBANG,KABUH
3626,JAWA TIMUR,KABUPATEN JOMBANG,PLANDAAN
3627,JAWA TIMUR,KABUPATEN NGANJUK,SAWAHAN
3628,JAWA TIMUR,KABUPATEN NGANJUK,NGETOS
3629,JAWA TIMUR,KABUPATEN NGANJUK,BERBEK
3630,JAWA TIMUR,KABUPATEN NGANJUK,LOCERET
3631,JAWA TIMUR,KABUPATEN NGANJUK,PACE
3632,JAWA TIMUR,KABUPATEN NGANJUK,TANJUNGANOM
3633,JAWA TIMUR,KABUPATEN NGANJUK,PRAMBON
3634,JAWA TIMUR,KABUPATEN NGANJUK,NGRONGGOT
3635,JAWA TIMUR,KABUPATEN NGANJUK,KERTOSONO
3636,JAWA TIMUR,KABUPATEN NGANJUK,PATIANROWO
3637,JAWA TIMUR,KABUPATEN NGANJUK,BARON
3638,JAWA TIMUR,KABUPATEN NGANJUK,GONDANG
3639,JAWA TIMUR,KABUPATEN NGANJUK,SUKOMORO
3640,JAWA TIMUR,KABUPATEN NGANJUK,NGANJUK
3641,JAWA TIMUR,KABUPATEN NGANJUK,BAGOR
3642,JAWA TIMUR,KABUPATEN NGANJUK,WILANGAN
3643,JAWA TIMUR,KABUPATEN NGANJUK,REJOSO
3644,JAWA TIMUR,KABUPATEN NGANJUK,NGLUYU
3645,JAWA TIMUR,KABUPATEN NGANJUK,LENGKONG
3646,JAWA TIMUR,KABUPATEN NGANJUK,JATIKALEN
3647,JAWA TIMUR,KABUPATEN MADIUN,KEBONSARI
3648,JAWA TIMUR,KABUPATEN MADIUN,GEGER
3649,JAWA TIMUR,KABUPATEN MADIUN,DOLOPO
3650,JAWA TIMUR,KABUPATEN MADIUN,DAGANGAN
3651,JAWA TIMUR,KABUPATEN MADIUN,WUNGU
3652,JAWA TIMUR,KABUPATEN MADIUN,KARE
3653,JAWA TIMUR,KABUPATEN MADIUN,GEMARANG
3654,JAWA TIMUR,KABUPATEN MADIUN,SARADAN
3655,JAWA TIMUR,KABUPATEN MADIUN,PILANGKENCENG
3656,JAWA TIMUR,KABUPATEN MADIUN,MEJAYAN
3657,JAWA TIMUR,KABUPATEN MADIUN,WONOASRI
3658,JAWA TIMUR,KABUPATEN MADIUN,BALEREJO
3659,JAWA TIMUR,KABUPATEN MADIUN,MADIUN
3660,JAWA TIMUR,KABUPATEN MADIUN,SAWAHAN
3661,JAWA TIMUR,KABUPATEN MADIUN,JIWAN
3662,JAWA TIMUR,KABUPATEN MAGETAN,PONCOL
3663,JAWA TIMUR,KABUPATEN MAGETAN,PARANG
3664,JAWA TIMUR,KABUPATEN MAGETAN,LEMBEYAN
3665,JAWA TIMUR,KABUPATEN MAGETAN,TAKERAN
3666,JAWA TIMUR,KABUPATEN MAGETAN,NGUNTORONADI
3667,JAWA TIMUR,KABUPATEN MAGETAN,KAWEDANAN
3668,JAWA TIMUR,KABUPATEN MAGETAN,MAGETAN
3669,JAWA TIMUR,KABUPATEN MAGETAN,NGARIBOYO
3670,JAWA TIMUR,KABUPATEN MAGETAN,PLAOSAN
3671,JAWA TIMUR,KABUPATEN MAGETAN,SIDOREJO
3672,JAWA TIMUR,KABUPATEN MAGETAN,PANEKAN
3673,JAWA TIMUR,KABUPATEN MAGETAN,SUKOMORO
3674,JAWA TIMUR,KABUPATEN MAGETAN,BENDO
3675,JAWA TIMUR,KABUPATEN MAGETAN,MAOSPATI
3676,JAWA TIMUR,KABUPATEN MAGETAN,KARANGREJO
3677,JAWA TIMUR,KABUPATEN MAGETAN,KARAS
3678,JAWA TIMUR,KABUPATEN MAGETAN,BARAT
3679,JAWA TIMUR,KABUPATEN MAGETAN,KARTOHARJO
3680,JAWA TIMUR,KABUPATEN NGAWI,SINE
3681,JAWA TIMUR,KABUPATEN NGAWI,NGRAMBE
3682,JAWA TIMUR,KABUPATEN NGAWI,JOGOROGO
3683,JAWA TIMUR,KABUPATEN NGAWI,KENDAL
3684,JAWA TIMUR,KABUPATEN NGAWI,GENENG
3685,JAWA TIMUR,KABUPATEN NGAWI,GERIH
3686,JAWA TIMUR,KABUPATEN NGAWI,KWADUNGAN
3687,JAWA TIMUR,KABUPATEN NGAWI,PANGKUR
3688,JAWA TIMUR,KABUPATEN NGAWI,KARANGJATI
3689,JAWA TIMUR,KABUPATEN NGAWI,BRINGIN
3690,JAWA TIMUR,KABUPATEN NGAWI,PADAS
3691,JAWA TIMUR,KABUPATEN NGAWI,KASREMAN
3692,JAWA TIMUR,KABUPATEN NGAWI,NGAWI
3693,JAWA TIMUR,KABUPATEN NGAWI,PARON
3694,JAWA TIMUR,KABUPATEN NGAWI,KEDUNGGALAR
3695,JAWA TIMUR,KABUPATEN NGAWI,PITU
3696,JAWA TIMUR,KABUPATEN NGAWI,WIDODAREN
3697,JAWA TIMUR,KABUPATEN NGAWI,MANTINGAN
3698,JAWA TIMUR,KABUPATEN NGAWI,KARANGANYAR
3699,JAWA TIMUR,KABUPATEN BOJONEGORO,MARGOMULYO
3700,JAWA TIMUR,KABUPATEN BOJONEGORO,NGRAHO
3701,JAWA TIMUR,KABUPATEN BOJONEGORO,TAMBAKREJO
3702,JAWA TIMUR,KABUPATEN BOJONEGORO,NGAMBON
3703,JAWA TIMUR,KABUPATEN BOJONEGORO,SEKAR
3704,JAWA TIMUR,KABUPATEN BOJONEGORO,BUBULAN
3705,JAWA TIMUR,KABUPATEN BOJONEGORO,GONDANG
3706,JAWA TIMUR,KABUPATEN BOJONEGORO,TEMAYANG
3707,JAWA TIMUR,KABUPATEN BOJONEGORO,SUGIHWARAS
3708,JAWA TIMUR,KABUPATEN BOJONEGORO,KEDUNGADEM
3709,JAWA TIMUR,KABUPATEN BOJONEGORO,KEPOH BARU
3710,JAWA TIMUR,KABUPATEN BOJONEGORO,BAURENO
3711,JAWA TIMUR,KABUPATEN BOJONEGORO,KANOR
3712,JAWA TIMUR,KABUPATEN BOJONEGORO,SUMBEREJO
3713,JAWA TIMUR,KABUPATEN BOJONEGORO,BALEN
3714,JAWA TIMUR,KABUPATEN BOJONEGORO,SUKOSEWU
3715,JAWA TIMUR,KABUPATEN BOJONEGORO,KAPAS
3716,JAWA TIMUR,KABUPATEN BOJONEGORO,BOJONEGORO
3717,JAWA TIMUR,KABUPATEN BOJONEGORO,TRUCUK
3718,JAWA TIMUR,KABUPATEN BOJONEGORO,DANDER
3719,JAWA TIMUR,KABUPATEN BOJONEGORO,NGASEM
3720,JAWA TIMUR,KABUPATEN BOJONEGORO,GAYAM
3721,JAWA TIMUR,KABUPATEN BOJONEGORO,KALITIDU
3722,JAWA TIMUR,KABUPATEN BOJONEGORO,MALO
3723,JAWA TIMUR,KABUPATEN BOJONEGORO,PURWOSARI
3724,JAWA TIMUR,KABUPATEN BOJONEGORO,PADANGAN
3725,JAWA TIMUR,KABUPATEN BOJONEGORO,KASIMAN
3726,JAWA TIMUR,KABUPATEN BOJONEGORO,KEDEWAN
3727,JAWA TIMUR,KABUPATEN TUBAN,KENDURUAN
3728,JAWA TIMUR,KABUPATEN TUBAN,BANGILAN
3729,JAWA TIMUR,KABUPATEN TUBAN,SENORI
3730,JAWA TIMUR,KABUPATEN TUBAN,SINGGAHAN
3731,JAWA TIMUR,KABUPATEN TUBAN,MONTONG
3732,JAWA TIMUR,KABUPATEN TUBAN,PARENGAN
3733,JAWA TIMUR,KABUPATEN TUBAN,SOKO
3734,JAWA TIMUR,KABUPATEN TUBAN,RENGEL
3735,JAWA TIMUR,KABUPATEN TUBAN,GRABAGAN
3736,JAWA TIMUR,KABUPATEN TUBAN,PLUMPANG
3737,JAWA TIMUR,KABUPATEN TUBAN,WIDANG
3738,JAWA TIMUR,KABUPATEN TUBAN,PALANG
3739,JAWA TIMUR,KABUPATEN TUBAN,SEMANDING
3740,JAWA TIMUR,KABUPATEN TUBAN,TUBAN
3741,JAWA TIMUR,KABUPATEN TUBAN,JENU
3742,JAWA TIMUR,KABUPATEN TUBAN,MERAKURAK
3743,JAWA TIMUR,KABUPATEN TUBAN,KEREK
3744,JAWA TIMUR,KABUPATEN TUBAN,TAMBAKBOYO
3745,JAWA TIMUR,KABUPATEN TUBAN,JATIROGO
3746,JAWA TIMUR,KABUPATEN TUBAN,BANCAR
3747,JAWA TIMUR,KABUPATEN LAMONGAN,SUKORAME
3748,JAWA TIMUR,KABUPATEN LAMONGAN,BLULUK
3749,JAWA TIMUR,KABUPATEN LAMONGAN,NGIMBANG
3750,JAWA TIMUR,KABUPATEN LAMONGAN,SAMBENG
3751,JAWA TIMUR,KABUPATEN LAMONGAN,MANTUP
3752,JAWA TIMUR,KABUPATEN LAMONGAN,KEMBANGBAHU
3753,JAWA TIMUR,KABUPATEN LAMONGAN,SUGIO
3754,JAWA TIMUR,KABUPATEN LAMONGAN,KEDUNGPRING
3755,JAWA TIMUR,KABUPATEN LAMONGAN,MODO
3756,JAWA TIMUR,KABUPATEN LAMONGAN,BABAT
3757,JAWA TIMUR,KABUPATEN LAMONGAN,PUCUK
3758,JAWA TIMUR,KABUPATEN LAMONGAN,SUKODADI
3759,JAWA TIMUR,KABUPATEN LAMONGAN,LAMONGAN
3760,JAWA TIMUR,KABUPATEN LAMONGAN,TIKUNG
3761,JAWA TIMUR,KABUPATEN LAMONGAN,SARIREJO
3762,JAWA TIMUR,KABUPATEN LAMONGAN,DEKET
3763,JAWA TIMUR,KABUPATEN LAMONGAN,GLAGAH
3764,JAWA TIMUR,KABUPATEN LAMONGAN,KARANGBINANGUN
3765,JAWA TIMUR,KABUPATEN LAMONGAN,TURI
3766,JAWA TIMUR,KABUPATEN LAMONGAN,KALITENGAH
3767,JAWA TIMUR,KABUPATEN LAMONGAN,KARANG GENENG
3768,JAWA TIMUR,KABUPATEN LAMONGAN,SEKARAN
3769,JAWA TIMUR,KABUPATEN LAMONGAN,MADURAN
3770,JAWA TIMUR,KABUPATEN LAMONGAN,LAREN
3771,JAWA TIMUR,KABUPATEN LAMONGAN,SOLOKURO
3772,JAWA TIMUR,KABUPATEN LAMONGAN,PACIRAN
3773,JAWA TIMUR,KABUPATEN LAMONGAN,BRONDONG
3774,JAWA TIMUR,KABUPATEN GRESIK,WRINGINANOM
3775,JAWA TIMUR,KABUPATEN GRESIK,DRIYOREJO
3776,JAWA TIMUR,KABUPATEN GRESIK,KEDAMEAN
3777,JAWA TIMUR,KABUPATEN GRESIK,MENGANTI
3778,JAWA TIMUR,KABUPATEN GRESIK,CERME
3779,JAWA TIMUR,KABUPATEN GRESIK,BENJENG
3780,JAWA TIMUR,KABUPATEN GRESIK,BALONGPANGGANG
3781,JAWA TIMUR,KABUPATEN GRESIK,DUDUKSAMPEYAN
3782,JAWA TIMUR,KABUPATEN GRESIK,KEBOMAS
3783,JAWA TIMUR,KABUPATEN GRESIK,GRESIK
3784,JAWA TIMUR,KABUPATEN GRESIK,MANYAR
3785,JAWA TIMUR,KABUPATEN GRESIK,BUNGAH
3786,JAWA TIMUR,KABUPATEN GRESIK,SIDAYU
3787,JAWA TIMUR,KABUPATEN GRESIK,DUKUN
3788,JAWA TIMUR,KABUPATEN GRESIK,PANCENG
3789,JAWA TIMUR,KABUPATEN GRESIK,UJUNGPANGKAH
3790,JAWA TIMUR,KABUPATEN GRESIK,SANGKAPURA
3791,JAWA TIMUR,KABUPATEN GRESIK,TAMBAK
3792,JAWA TIMUR,KABUPATEN BANGKALAN,KAMAL
3793,JAWA TIMUR,KABUPATEN BANGKALAN,LABANG
3794,JAWA TIMUR,KABUPATEN BANGKALAN,KWANYAR
3795,JAWA TIMUR,KABUPATEN BANGKALAN,MODUNG
3796,JAWA TIMUR,KABUPATEN BANGKALAN,BLEGA
3797,JAWA TIMUR,KABUPATEN BANGKALAN,KONANG
3798,JAWA TIMUR,KABUPATEN BANGKALAN,GALIS
3799,JAWA TIMUR,KABUPATEN BANGKALAN,TANAH MERAH
3800,JAWA TIMUR,KABUPATEN BANGKALAN,TRAGAH
3801,JAWA TIMUR,KABUPATEN BANGKALAN,SOCAH
3802,JAWA TIMUR,KABUPATEN BANGKALAN,BANGKALAN
3803,JAWA TIMUR,KABUPATEN BANGKALAN,BURNEH
3804,JAWA TIMUR,KABUPATEN BANGKALAN,AROSBAYA
3805,JAWA TIMUR,KABUPATEN BANGKALAN,GEGER
3806,JAWA TIMUR,KABUPATEN BANGKALAN,KOKOP
3807,JAWA TIMUR,KABUPATEN BANGKALAN,TANJUNGBUMI
3808,JAWA TIMUR,KABUPATEN BANGKALAN,SEPULU
3809,JAWA TIMUR,KABUPATEN BANGKALAN,KLAMPIS
3810,JAWA TIMUR,KABUPATEN SAMPANG,SRESEH
3811,JAWA TIMUR,KABUPATEN SAMPANG,TORJUN
3812,JAWA TIMUR,KABUPATEN SAMPANG,PANGARENGAN
