ID,Province,Regency,District
3813,JAWA TIMUR,KABUPATEN SAMPANG,SAMPANG
3814,JAWA TIMUR,KABUPATEN SAMPANG,CAMPLONG
3815,JAWA TIMUR,KABUPATEN SAMPANG,OMBEN
3816,JAWA TIMUR,KABUPATEN SAMPANG,KEDUNGDUNG
3817,JAWA TIMUR,KABUPATEN SAMPANG,JRENGIK
3818,JAWA TIMUR,KABUPATEN SAMPANG,TAMBELANGAN
3819,JAWA TIMUR,KABUPATEN SAMPANG,BANYUATES
3820,JAWA TIMUR,KABUPATEN SAMPANG,ROBATAL
3821,JAWA TIMUR,KABUPATEN SAMPANG,KARANG PENANG
3822,JAWA TIMUR,KABUPATEN SAMPANG,KETAPANG
3823,JAWA TIMUR,KABUPATEN SAMPANG,SOKOBANAH
3824,JAWA TIMUR,KABUPATEN PAMEKASAN,TLANAKAN
3825,JAWA TIMUR,KABUPATEN PAMEKASAN,PADEMAWU
3826,JAWA TIMUR,KABUPATEN PAMEKASAN,GALIS
3827,JAWA TIMUR,KABUPATEN PAMEKASAN,LARANGAN
3828,JAWA TIMUR,KABUPATEN PAMEKASAN,PAMEKASAN
3829,JAWA TIMUR,KABUPATEN PAMEKASAN,PROPPO
3830,JAWA TIMUR,KABUPATEN PAMEKASAN,PALENGAAN
3831,JAWA TIMUR,KABUPATEN PAMEKASAN,PEGANTENAN
3832,JAWA TIMUR,KABUPATEN PAMEKASAN,KADUR
3833,JAWA TIMUR,KABUPATEN PAMEKASAN,PAKONG
3834,JAWA TIMUR,KABUPATEN PAMEKASAN,WARU
3835,JAWA TIMUR,KABUPATEN PAMEKASAN,BATU MARMAR
3836,JAWA TIMUR,KABUPATEN PAMEKASAN,PASEAN
3837,JAWA TIMUR,KABUPATEN SUMENEP,PRAGAAN
3838,JAWA TIMUR,KABUPATEN SUMENEP,BLUTO
3839,JAWA TIMUR,KABUPATEN SUMENEP,SARONGGI
3840,JAWA TIMUR,KABUPATEN SUMENEP,GILIGENTENG
3841,JAWA TIMUR,KABUPATEN SUMENEP,TALANGO
3842,JAWA TIMUR,KABUPATEN SUMENEP,KALIANGET
3843,JAWA TIMUR,KABUPATEN SUMENEP,KOTA SUMENEP
3844,JAWA TIMUR,KABUPATEN SUMENEP,BATUAN
3845,JAWA TIMUR,KABUPATEN SUMENEP,LENTENG
3846,JAWA TIMUR,KABUPATEN SUMENEP,GANDING
3847,JAWA TIMUR,KABUPATEN SUMENEP,GULUK GULUK
3848,JAWA TIMUR,KABUPATEN SUMENEP,PASONGSONGAN
3849,JAWA TIMUR,KABUPATEN SUMENEP,AMBUNTEN
3850,JAWA TIMUR,KABUPATEN SUMENEP,RUBARU
3851,JAWA TIMUR,KABUPATEN SUMENEP,DASUK
3852,JAWA TIMUR,KABUPATEN SUMENEP,MANDING
3853,JAWA TIMUR,KABUPATEN SUMENEP,BATUPUTIH
3854,JAWA TIMUR,KABUPATEN SUMENEP,GAPURA
3855,JAWA TIMUR,KABUPATEN SUMENEP,BATANG BATANG
3856,JAWA TIMUR,KABUPATEN SUMENEP,DUNGKEK
3857,JAWA TIMUR,KABUPATEN SUMENEP,NONGGUNONG
3858,JAWA TIMUR,KABUPATEN SUMENEP,GAYAM
3859,JAWA TIMUR,KABUPATEN SUMENEP,RAAS
3860,JAWA TIMUR,KABUPATEN SUMENEP,SAPEKEN
3861,JAWA TIMUR,KABUPATEN SUMENEP,ARJASA
3862,JAWA TIMUR,KABUPATEN SUMENEP,KANGAYAN
3863,JAWA TIMUR,KABUPATEN SUMENEP,MASALEMBU
3864,JAWA TIMUR,KOTA KEDIRI,MOJOROTO
3865,JAWA TIMUR,KOTA KEDIRI,KOTA KEDIRI
3866,JAWA TIMUR,KOTA KEDIRI,PESANTREN
3867,JAWA TIMUR,KOTA BLITAR,SUKOREJO
3868,JAWA TIMUR,KOTA BLITAR,KEPANJENKIDUL
3869,JAWA TIMUR,KOTA BLITAR,SANANWETAN
3870,JAWA TIMUR,KOTA MALANG,KEDUNGKANDANG
3871,JAWA TIMUR,KOTA MALANG,SUKUN
3872,JAWA TIMUR,KOTA MALANG,KLOJEN
3873,JAWA TIMUR,KOTA MALANG,BLIMBING
3874,JAWA TIMUR,KOTA MALANG,LOWOKWARU
3875,JAWA TIMUR,KOTA PROBOLINGGO,KADEMANGAN
3876,JAWA TIMUR,KOTA PROBOLINGGO,KEDOPOK
3877,JAWA TIMUR,KOTA PROBOLINGGO,WONOASIH
3878,JAWA TIMUR,KOTA PROBOLINGGO,MAYANGAN
3879,JAWA TIMUR,KOTA PROBOLINGGO,KANIGARAN
3880,JAWA TIMUR,KOTA PASURUAN,GADINGREJO
3881,JAWA TIMUR,KOTA PASURUAN,PURWOREJO
3882,JAWA TIMUR,KOTA PASURUAN,BUGULKIDUL
3883,JAWA TIMUR,KOTA PASURUAN,PANGGUNGREJO
3884,JAWA TIMUR,KOTA MOJOKERTO,PRAJURIT KULON
3885,JAWA TIMUR,KOTA MOJOKERTO,MAGERSARI
3886,JAWA TIMUR,KOTA MOJOKERTO,KRANGGAN
3887,JAWA TIMUR,KOTA MADIUN,MANGU HARJO
3888,JAWA TIMUR,KOTA MADIUN,TAMAN
3889,JAWA TIMUR,KOTA MADIUN,KARTOHARJO
3890,JAWA TIMUR,KOTA SURABAYA,KARANG PILANG
3891,JAWA TIMUR,KOTA SURABAYA,JAMBANGAN
3892,JAWA TIMUR,KOTA SURABAYA,GAYUNGAN
3893,JAWA TIMUR,KOTA SURABAYA,WONOCOLO
3894,JAWA TIMUR,KOTA SURABAYA,TENGGILIS MEJOYO
3895,JAWA TIMUR,KOTA SURABAYA,GUNUNG ANYAR
3896,JAWA TIMUR,KOTA SURABAYA,RUNGKUT
3897,JAWA TIMUR,KOTA SURABAYA,SUKOLILO
3898,JAWA TIMUR,KOTA SURABAYA,MULYOREJO
3899,JAWA TIMUR,KOTA SURABAYA,GUBENG
3900,JAWA TIMUR,KOTA SURABAYA,WONOKROMO
3901,JAWA TIMUR,KOTA SURABAYA,DUKUH PAKIS
3902,JAWA TIMUR,KOTA SURABAYA,WIYUNG
3903,JAWA TIMUR,KOTA SURABAYA,LAKARSANTRI
3904,JAWA TIMUR,KOTA SURABAYA,SAMBIKEREP
3905,JAWA TIMUR,KOTA SURABAYA,TANDES
3906,JAWA TIMUR,KOTA SURABAYA,SUKO MANUNGGAL
3907,JAWA TIMUR,KOTA SURABAYA,SAWAHAN
3908,JAWA TIMUR,KOTA SURABAYA,TEGALSARI
3909,JAWA TIMUR,KOTA SURABAYA,GENTENG
3910,JAWA TIMUR,KOTA SURABAYA,TAMBAKSARI
3911,JAWA TIMUR,KOTA SURABAYA,KENJERAN
3912,JAWA TIMUR,KOTA SURABAYA,BULAK
3913,JAWA TIMUR,KOTA SURABAYA,SIMOKERTO
3914,JAWA TIMUR,KOTA SURABAYA,SEMAMPIR
3915,JAWA TIMUR,KOTA SURABAYA,PABEAN CANTIAN
3916,JAWA TIMUR,KOTA SURABAYA,BUBUTAN
3917,JAWA TIMUR,KOTA SURABAYA,KREMBANGAN
3918,JAWA TIMUR,KOTA SURABAYA,ASEMROWO
3919,JAWA TIMUR,KOTA SURABAYA,BENOWO
3920,JAWA TIMUR,KOTA SURABAYA,PAKAL
3921,JAWA TIMUR,KOTA BATU,BATU
3922,JAWA TIMUR,KOTA BATU,JUNREJO
3923,JAWA TIMUR,KOTA BATU,BUMIAJI
3924,BANTEN,KABUPATEN PANDEGLANG,SUMUR
3925,BANTEN,KABUPATEN PANDEGLANG,CIMANGGU
3926,BANTEN,KABUPATEN PANDEGLANG,CIBALIUNG
3927,BANTEN,KABUPATEN PANDEGLANG,CIBITUNG
3928,BANTEN,KABUPATEN PANDEGLANG,CIKEUSIK
3929,BANTEN,KABUPATEN PANDEGLANG,CIGEULIS
3930,BANTEN,KABUPATEN PANDEGLANG,PANIMBANG
3931,BANTEN,KABUPATEN PANDEGLANG,SOBANG
3932,BANTEN,KABUPATEN PANDEGLANG,MUNJUL
3933,BANTEN,KABUPATEN PANDEGLANG,ANGSANA
3934,BANTEN,KABUPATEN PANDEGLANG,SINDANGRESMI
3935,BANTEN,KABUPATEN PANDEGLANG,PICUNG
3936,BANTEN,KABUPATEN PANDEGLANG,BOJONG
3937,BANTEN,KABUPATEN PANDEGLANG,SAKETI
3938,BANTEN,KABUPATEN PANDEGLANG,CISATA
3939,BANTEN,KABUPATEN PANDEGLANG,PAGELARAN
3940,BANTEN,KABUPATEN PANDEGLANG,PATIA
3941,BANTEN,KABUPATEN PANDEGLANG,SUKARESMI
3942,BANTEN,KABUPATEN PANDEGLANG,LABUAN
3943,BANTEN,KABUPATEN PANDEGLANG,CARITA
3944,BANTEN,KABUPATEN PANDEGLANG,JIPUT
3945,BANTEN,KABUPATEN PANDEGLANG,CIKEDAL
3946,BANTEN,KABUPATEN PANDEGLANG,MENES
3947,BANTEN,KABUPATEN PANDEGLANG,PULOSARI
3948,BANTEN,KABUPATEN PANDEGLANG,MANDALAWANGI
3949,BANTEN,KABUPATEN PANDEGLANG,CIMANUK
3950,BANTEN,KABUPATEN PANDEGLANG,CIPEUCANG
3951,BANTEN,KABUPATEN PANDEGLANG,BANJAR
3952,BANTEN,KABUPATEN PANDEGLANG,KADUHEJO
3953,BANTEN,KABUPATEN PANDEGLANG,MEKARJAYA
3954,BANTEN,KABUPATEN PANDEGLANG,PANDEGLANG
3955,BANTEN,KABUPATEN PANDEGLANG,MAJASARI
3956,BANTEN,KABUPATEN PANDEGLANG,CADASARI
3957,BANTEN,KABUPATEN PANDEGLANG,KARANGTANJUNG
3958,BANTEN,KABUPATEN PANDEGLANG,KORONCONG
3959,BANTEN,KABUPATEN LEBAK,MALINGPING
3960,BANTEN,KABUPATEN LEBAK,WANASALAM
3961,BANTEN,KABUPATEN LEBAK,PANGGARANGAN
3962,BANTEN,KABUPATEN LEBAK,CIHARA
3963,BANTEN,KABUPATEN LEBAK,BAYAH
3964,BANTEN,KABUPATEN LEBAK,CILOGRANG
3965,BANTEN,KABUPATEN LEBAK,CIBEBER
3966,BANTEN,KABUPATEN LEBAK,CIJAKU
3967,BANTEN,KABUPATEN LEBAK,CIGEMBLONG
3968,BANTEN,KABUPATEN LEBAK,BANJARSARI
3969,BANTEN,KABUPATEN LEBAK,CILELES
3970,BANTEN,KABUPATEN LEBAK,GUNUNG KENCANA
3971,BANTEN,KABUPATEN LEBAK,BOJONGMANIK
3972,BANTEN,KABUPATEN LEBAK,CIRINTEN
3973,BANTEN,KABUPATEN LEBAK,LEUWIDAMAR
3974,BANTEN,KABUPATEN LEBAK,MUNCANG
3975,BANTEN,KABUPATEN LEBAK,SOBANG
3976,BANTEN,KABUPATEN LEBAK,CIPANAS
3977,BANTEN,KABUPATEN LEBAK,LEBAKGEDONG
3978,BANTEN,KABUPATEN LEBAK,SAJIRA
3979,BANTEN,KABUPATEN LEBAK,CIMARGA
3980,BANTEN,KABUPATEN LEBAK,CIKULUR
3981,BANTEN,KABUPATEN LEBAK,WARUNGGUNUNG
3982,BANTEN,KABUPATEN LEBAK,CIBADAK
3983,BANTEN,KABUPATEN LEBAK,RANGKASBITUNG
3984,BANTEN,KABUPATEN LEBAK,KALANGANYAR
3985,BANTEN,KABUPATEN LEBAK,MAJA
3986,BANTEN,KABUPATEN LEBAK,CURUGBITUNG
3987,BANTEN,KABUPATEN TANGERANG,CISOKA
3988,BANTEN,KABUPATEN TANGERANG,SOLEAR
3989,BANTEN,KABUPATEN TANGERANG,TIGARAKSA
3990,BANTEN,KABUPATEN TANGERANG,JAMBE
3991,BANTEN,KABUPATEN TANGERANG,CIKUPA
3992,BANTEN,KABUPATEN TANGERANG,PANONGAN
3993,BANTEN,KABUPATEN TANGERANG,CURUG
3994,BANTEN,KABUPATEN TANGERANG,KELAPA DUA
3995,BANTEN,KABUPATEN TANGERANG,LEGOK
3996,BANTEN,KABUPATEN TANGERANG,PAGEDANGAN
3997,BANTEN,KABUPATEN TANGERANG,CISAUK
3998,BANTEN,KABUPATEN TANGERANG,PASARKEMIS
3999,BANTEN,KABUPATEN TANGERANG,SINDANG JAYA
4000,BANTEN,KABUPATEN TANGERANG,BALARAJA
4001,BANTEN,KABUPATEN TANGERANG,JAYANTI
4002,BANTEN,KABUPATEN TANGERANG,SUKAMULYA
4003,BANTEN,KABUPATEN TANGERANG,KRESEK
4004,BANTEN,KABUPATEN TANGERANG,GUNUNG KALER
4005,BANTEN,KABUPATEN TANGERANG,KRONJO
4006,BANTEN,KABUPATEN TANGERANG,MEKAR BARU
4007,BANTEN,KABUPATEN TANGERANG,MAUK
4008,BANTEN,KABUPATEN TANGERANG,KEMIRI
4009,BANTEN,KABUPATEN TANGERANG,SUKADIRI
4010,BANTEN,KABUPATEN TANGERANG,RAJEG
4011,BANTEN,KABUPATEN TANGERANG,SEPATAN
4012,BANTEN,KABUPATEN TANGERANG,SEPATAN TIMUR
4013,BANTEN,KABUPATEN TANGERANG,PAKUHAJI
4014,BANTEN,KABUPATEN TANGERANG,TELUKNAGA
4015,BANTEN,KABUPATEN TANGERANG,KOSAMBI
4016,BANTEN,KABUPATEN SERANG,CINANGKA
4017,BANTEN,KABUPATEN SERANG,PADARINCANG
4018,BANTEN,KABUPATEN SERANG,CIOMAS
4019,BANTEN,KABUPATEN SERANG,PABUARAN
4020,BANTEN,KABUPATEN SERANG,GUNUNG SARI
4021,BANTEN,KABUPATEN SERANG,BAROS
4022,BANTEN,KABUPATEN SERANG,PETIR
4023,BANTEN,KABUPATEN SERANG,TUNJUNG TEJA
4024,BANTEN,KABUPATEN SERANG,CIKEUSAL
4025,BANTEN,KABUPATEN SERANG,PAMARAYAN
4026,BANTEN,KABUPATEN SERANG,BANDUNG
4027,BANTEN,KABUPATEN SERANG,JAWILAN
4028,BANTEN,KABUPATEN SERANG,KOPO
4029,BANTEN,KABUPATEN SERANG,CIKANDE
4030,BANTEN,KABUPATEN SERANG,KIBIN
4031,BANTEN,KABUPATEN SERANG,KRAGILAN
4032,BANTEN,KABUPATEN SERANG,WARINGINKURUNG
4033,BANTEN,KABUPATEN SERANG,MANCAK
4034,BANTEN,KABUPATEN SERANG,ANYAR
4035,BANTEN,KABUPATEN SERANG,BOJONEGARA
4036,BANTEN,KABUPATEN SERANG,PULO AMPEL
4037,BANTEN,KABUPATEN SERANG,KRAMATWATU
4038,BANTEN,KABUPATEN SERANG,CIRUAS
4039,BANTEN,KABUPATEN SERANG,PONTANG
4040,BANTEN,KABUPATEN SERANG,LEBAK WANGI
4041,BANTEN,KABUPATEN SERANG,CARENANG
4042,BANTEN,KABUPATEN SERANG,BINUANG
4043,BANTEN,KABUPATEN SERANG,TIRTAYASA
4044,BANTEN,KABUPATEN SERANG,TANARA
4045,BANTEN,KOTA TANGERANG,CILEDUG
4046,BANTEN,KOTA TANGERANG,LARANGAN
4047,BANTEN,KOTA TANGERANG,KARANG TENGAH
4048,BANTEN,KOTA TANGERANG,CIPONDOH
4049,BANTEN,KOTA TANGERANG,PINANG
4050,BANTEN,KOTA TANGERANG,TANGERANG
4051,BANTEN,KOTA TANGERANG,KARAWACI
4052,BANTEN,KOTA TANGERANG,JATI UWUNG
4053,BANTEN,KOTA TANGERANG,CIBODAS
4054,BANTEN,KOTA TANGERANG,PERIUK
4055,BANTEN,KOTA TANGERANG,BATUCEPER
4056,BANTEN,KOTA TANGERANG,NEGLASARI
4057,BANTEN,KOTA TANGERANG,BENDA
4058,BANTEN,KOTA CILEGON,CIWANDAN
4059,BANTEN,KOTA CILEGON,CITANGKIL
4060,BANTEN,KOTA CILEGON,PULOMERAK
4061,BANTEN,KOTA CILEGON,PURWAKARTA
4062,BANTEN,KOTA CILEGON,GROGOL
4063,BANTEN,KOTA CILEGON,CILEGON
4064,BANTEN,KOTA CILEGON,JOMBANG
4065,BANTEN,KOTA CILEGON,CIBEBER
4066,BANTEN,KOTA SERANG,CURUG
4067,BANTEN,KOTA SERANG,WALANTAKA
4068,BANTEN,KOTA SERANG,CIPOCOK JAYA
4069,BANTEN,KOTA SERANG,SERANG
4070,BANTEN,KOTA SERANG,TAKTAKAN
4071,BANTEN,KOTA SERANG,KASEMEN
4072,BANTEN,KOTA TANGERANG SELATAN,SETU
4073,BANTEN,KOTA TANGERANG SELATAN,SERPONG
4074,BANTEN,KOTA TANGERANG SELATAN,PAMULANG
4075,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT
4076,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR
4077,BANTEN,KOTA TANGERANG SELATAN,PONDOK AREN
4078,BANTEN,KOTA TANGERANG SELATAN,SERPONG UTARA
4079,BALI,KABUPATEN JEMBRANA,MELAYA
4080,BALI,KABUPATEN JEMBRANA,NEGARA
4081,BALI,KABUPATEN JEMBRANA,JEMBRANA
4082,BALI,KABUPATEN JEMBRANA,MENDOYO
4083,BALI,KABUPATEN JEMBRANA,PEKUTATAN
4084,BALI,KABUPATEN TABANAN,SELEMADEG
4085,BALI,KABUPATEN TABANAN,SELEMADEG TIMUR
4086,BALI,KABUPATEN TABANAN,SELEMADEG BARAT
4087,BALI,KABUPATEN TABANAN,KERAMBITAN
4088,BALI,KABUPATEN TABANAN,TABANAN
4089,BALI,KABUPATEN TABANAN,KEDIRI
4090,BALI,KABUPATEN TABANAN,MARGA
4091,BALI,KABUPATEN TABANAN,BATURITI
4092,BALI,KABUPATEN TABANAN,PENEBEL
4093,BALI,KABUPATEN TABANAN,PUPUAN
4094,BALI,KABUPATEN BADUNG,KUTA SELATAN
4095,BALI,KABUPATEN BADUNG,KUTA
4096,BALI,KABUPATEN BADUNG,KUTA UTARA
4097,BALI,KABUPATEN BADUNG,MENGWI
4098,BALI,KABUPATEN BADUNG,ABIANSEMAL
4099,BALI,KABUPATEN BADUNG,PETANG
4100,BALI,KABUPATEN GIANYAR,SUKAWATI
4101,BALI,KABUPATEN GIANYAR,BLAHBATUH
4102,BALI,KABUPATEN GIANYAR,GIANYAR
4103,BALI,KABUPATEN GIANYAR,TAMPAKSIRING
4104,BALI,KABUPATEN GIANYAR,UBUD
4105,BALI,KABUPATEN GIANYAR,TEGALLALANG
4106,BALI,KABUPATEN GIANYAR,PAYANGAN
4107,BALI,KABUPATEN KLUNGKUNG,NUSAPENIDA
4108,BALI,KABUPATEN KLUNGKUNG,BANJARANGKAN
4109,BALI,KABUPATEN KLUNGKUNG,KLUNGKUNG
4110,BALI,KABUPATEN KLUNGKUNG,DAWAN
4111,BALI,KABUPATEN BANGLI,SUSUT
4112,BALI,KABUPATEN BANGLI,BANGLI
4113,BALI,KABUPATEN BANGLI,TEMBUKU
4114,BALI,KABUPATEN BANGLI,KINTAMANI
4115,BALI,KABUPATEN KARANG ASEM,RENDANG
4116,BALI,KABUPATEN KARANG ASEM,SIDEMEN
4117,BALI,KABUPATEN KARANG ASEM,MANGGIS
4118,BALI,KABUPATEN KARANG ASEM,KARANGASEM
4119,BALI,KABUPATEN KARANG ASEM,ABANG
4120,BALI,KABUPATEN KARANG ASEM,BEBANDEM
4121,BALI,KABUPATEN KARANG ASEM,SELAT
4122,BALI,KABUPATEN KARANG ASEM,KUBU
4123,BALI,KABUPATEN BULELENG,GEROKGAK
4124,BALI,KABUPATEN BULELENG,SERIRIT
4125,BALI,KABUPATEN BULELENG,BUSUNGBIU
4126,BALI,KABUPATEN BULELENG,BANJAR
4127,BALI,KABUPATEN BULELENG,SUKASADA
4128,BALI,KABUPATEN BULELENG,BULELENG
4129,BALI,KABUPATEN BULELENG,SAWAN
4130,BALI,KABUPATEN BULELENG,KUBUTAMBAHAN
4131,BALI,KABUPATEN BULELENG,TEJAKULA
4132,BALI,KOTA DENPASAR,DENPASAR SELATAN
4133,BALI,KOTA DENPASAR,DENPASAR TIMUR
4134,BALI,KOTA DENPASAR,DENPASAR BARAT
4135,BALI,KOTA DENPASAR,DENPASAR UTARA
4136,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,SEKOTONG
4137,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,LEMBAR
4138,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,GERUNG
4139,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,LABU API
4140,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,KEDIRI
4141,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,KURIPAN
4142,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,NARMADA
4143,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,LINGSAR
4144,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,GUNUNG SARI
4145,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT,BATU LAYAR
4146,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRAYA BARAT
4147,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRAYA BARAT DAYA
4148,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PUJUT
4149,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRAYA TIMUR
4150,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,JANAPRIA
4151,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,KOPANG
4152,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRAYA
4153,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRAYA TENGAH
4154,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,JONGGAT
4155,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,PRINGGARATA
4156,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,BATUKLIANG
4157,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH,BATUKLIANG UTARA
4158,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,KERUAK
4159,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,JEROWARU
4160,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SAKRA
4161,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SAKRA BARAT
4162,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SAKRA TIMUR
4163,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,TERARA
4164,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,MONTONG GADING
4165,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SIKUR
4166,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,MASBAGIK
4167,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,PRINGGASELA
4168,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SUKAMULIA
4169,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SURALAGA
4170,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SELONG
4171,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,LABUHAN HAJI
4172,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,PRINGGABAYA
4173,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SUELA
4174,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,AIKMEL
4175,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,WANASABA
4176,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SEMBALUN
4177,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR,SAMBELIA
4178,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LUNYUK
4179,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,ORONG TELU
4180,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,ALAS
4181,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,ALAS BARAT
4182,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,BUER
4183,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,UTAN
4184,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,RHEE
4185,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,BATULANTEH
4186,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,SUMBAWA
4187,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LABUHAN BADAS
4188,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,UNTER IWES
4189,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,MOYOHILIR
4190,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,MOYO UTARA
4191,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,MOYOHULU
4192,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,ROPANG
4193,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LENANGGUAR
4194,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LANTUNG
4195,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LAPE
4196,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LOPOK
4197,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,PLAMPANG
4198,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,LABANGKA
4199,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,MARONGE
4200,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,EMPANG
4201,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA,TARANO
4202,NUSA TENGGARA BARAT,KABUPATEN DOMPU,HU'U
4203,NUSA TENGGARA BARAT,KABUPATEN DOMPU,PAJO
4204,NUSA TENGGARA BARAT,KABUPATEN DOMPU,DOMPU
4205,NUSA TENGGARA BARAT,KABUPATEN DOMPU,WOJA
4206,NUSA TENGGARA BARAT,KABUPATEN DOMPU,KILO
4207,NUSA TENGGARA BARAT,KABUPATEN DOMPU,KEMPO
4208,NUSA TENGGARA BARAT,KABUPATEN DOMPU,MANGGALEWA
4209,NUSA TENGGARA BARAT,KABUPATEN DOMPU,PEKAT
4210,NUSA TENGGARA BARAT,KABUPATEN BIMA,MONTA
4211,NUSA TENGGARA BARAT,KABUPATEN BIMA,PARADO
4212,NUSA TENGGARA BARAT,KABUPATEN BIMA,BOLO
4213,NUSA TENGGARA BARAT,KABUPATEN BIMA,MADA PANGGA
4214,NUSA TENGGARA BARAT,KABUPATEN BIMA,WOHA
4215,NUSA TENGGARA BARAT,KABUPATEN BIMA,BELO
4216,NUSA TENGGARA BARAT,KABUPATEN BIMA,PALIBELO
4217,NUSA TENGGARA BARAT,KABUPATEN BIMA,WAWO
4218,NUSA TENGGARA BARAT,KABUPATEN BIMA,LANGGUDU
4219,NUSA TENGGARA BARAT,KABUPATEN BIMA,LAMBITU
4220,NUSA TENGGARA BARAT,KABUPATEN BIMA,SAPE
4221,NUSA TENGGARA BARAT,KABUPATEN BIMA,LAMBU
4222,NUSA TENGGARA BARAT,KABUPATEN BIMA,WERA
4223,NUSA TENGGARA BARAT,KABUPATEN BIMA,AMBALAWI
4224,NUSA TENGGARA BARAT,KABUPATEN BIMA,DONGGO
4225,NUSA TENGGARA BARAT,KABUPATEN BIMA,SOROMANDI
4226,NUSA TENGGARA BARAT,KABUPATEN BIMA,SANGGAR
4227,NUSA TENGGARA BARAT,KABUPATEN BIMA,TAMBORA
4228,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,SEKONGKANG
4229,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,JEREWEH
4230,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,MALUK
4231,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT,TALIWANG
